,"Matthew 1:1 The book of the generation of Jesus Christ, the son of David, the son of Abraham.","Mattheus 1:1 DIE geslagsregister van Jesus Christus, die seun van Dawid, die seun van Abraham:"
,"John 13:33 Little children, yet a little while I am with you. Ye shall seek me: and as I said unto the Jews, Whither I go, ye cannot come; so now I say to you.","Johannes 13:33 My kinders, nog ’n klein tydjie is Ek by julle Julle sal My soek, en soos Ek vir die Jode gesê het: Waar Ek heengaan, kan julle nie kom nie — so sê Ek nou ook vir julle."
,"John 13:34 A new commandment I give unto you, That ye love one another; as I have loved you, that ye also love one another.","Johannes 13:34 ’n Nuwe gebod gee Ek julle, dat julle mekaar moet liefhê; soos Ek julle liefgehad het, moet julle ook mekaar liefhê."
,"John 13:35 By this shall all [men] know that ye are my disciples, if ye have love one to another.","Johannes 13:35 Hieraan sal almal weet dat julle my dissipels is, as julle liefde onder mekaar het."
,"John 13:36 Simon Peter said unto him, Lord, whither goest thou? Jesus answered him, Whither I go, thou canst not follow me now; but thou shalt follow me afterwards.","Johannes 13:36 Simon Petrus sê vir Hom: Here, waar gaan U heen? Jesus antwoord hom: Waar Ek heengaan, kan jy My nou nie volg nie, maar later sal jy My volg."
,"John 13:37 Peter said unto him, Lord, why cannot I follow thee now? I will lay down my life for thy sake.","Johannes 13:37 Petrus sê vir Hom: Here, waarom kan ek U nie nou volg nie? Ek sal my lewe vir U gee."
,"John 13:38 Jesus answered him, Wilt thou lay down thy life for my sake? Verily, verily, I say unto thee, The cock shall not crow, till thou hast denied me thrice.","Johannes 13:38 Jesus antwoord hom: Sal jy jou lewe vir My gee? Voorwaar, voorwaar Ek sê vir jou, die haan sal sekerlik nie kraai voordat jy My drie maal verloën het nie."
,"John 14:1 Let not your heart be troubled: ye believe in God, believe also in me.","Johannes 14:1 LAAT julle hart nie ontsteld word nie; glo in God, glo ook in My."
,"John 14:2 In my Father's house are many mansions: if [it were] not [so], I would have told you. I go to prepare a place for you.","Johannes 14:2 In die huis van my Vader is daar baie wonings; as dit nie so was nie, sou Ek dit vir julle gesê het. Ek gaan om vir julle plek te berei."
,"John 14:3 And if I go and prepare a place for you, I will come again, and receive you unto myself; that where I am, [there] ye may be also.","Johannes 14:3 En as Ek gegaan en vir julle plek berei het, kom Ek weer en sal julle na My toe neem, sodat julle ook kan wees waar Ek is."
,"John 14:4 And whither I go ye know, and the way ye know.","Johannes 14:4 En waar Ek heengaan, weet julle en die weg ken julle."
,"John 14:5 Thomas saith unto him, Lord, we know not whither thou goest; and how can we know the way?","Johannes 14:5 Thomas sê vir Hom: Here, ons weet nie waar U gaan nie, en hoe kan ons die weg ken?"
,"John 14:6 Jesus saith unto him, I am the way, the truth, and the life: no man cometh unto the Father, but by me.",Johannes 14:6 Jesus antwoord hom: Ek is die weg en die waarheid en die lewe; niemand kom na die Vader behalwe deur My nie.
,"John 14:7 If ye had known me, ye should have known my Father also: and from henceforth ye know him, and have seen him.","Johannes 14:7 As julle My geken het, sou julle my Vader ook geken het, en van nou af ken julle Hom en het julle Hom gesien."
,"John 14:8 Philip saith unto him, Lord, shew us the Father, and it sufficeth us.","Johannes 14:8 Filippus sê vir Hom: Here, toon ons die Vader, en dit is vir ons genoeg."
,"John 14:9 Jesus saith unto him, Have I been so long time with you, and yet hast thou not known me, Philip? he that hath seen me hath seen the Father; and how sayest thou [then], Shew us the Father?","Johannes 14:9 Jesus sê vir hom: Ek is so lankal by julle, en het jy My nie geken nie, Filippus? Hy wat My gesien het, het die Vader gesien. En hoe sê jy: Toon ons die Vader?"
,"John 14:10 Believest thou not that I am in the Father, and the Father in me? the words that I speak unto you I speak not of myself: but the Father that dwelleth in me, he doeth the works.","Johannes 14:10 Glo jy nie dat Ek in die Vader is en die Vader in My nie? Die woorde wat Ek tot julle spreek, spreek Ek nie uit Myself nie; maar die Vader wat in My bly, Hy doen die werke."
,"John 14:11 Believe me that I [am] in the Father, and the Father in me: or else believe me for the very works' sake.","Johannes 14:11 Glo My dat Ek in die Vader is, en die Vader in My; of anders, glo My ter wille van die werke self."
,"John 14:12 Verily, verily, I say unto you, He that believeth on me, the works that I do shall he do also; and greater [works] than these shall he do; because I go unto my Father.","Johannes 14:12 Voorwaar, voorwaar Ek sê vir julle, wie in My glo — die werke wat Ek doen, sal hy ook doen; en hy sal groter werke doen as dit, omdat Ek na my Vader gaan."
,"John 14:13 And whatsoever ye shall ask in my name, that will I do, that the Father may be glorified in the Son.","Johannes 14:13 En wat julle ook al in my Naam mag vra, dit sal Ek doen, sodat die Vader in die Seun verheerlik kan word."
,"John 14:14 If ye shall ask any thing in my name, I will do [it].","Johannes 14:14 As julle iets in my Naam vra, sal Ek dit doen."
,"John 14:15 If ye love me, keep my commandments.","Johannes 14:15 As julle My liefhet, bewaar my gebooie."
,"John 14:16 And I will pray the Father, and he shall give you another Comforter, that he may abide with you for ever;","Johannes 14:16 En Ek sal die Vader bid, en Hy sal julle ’n ander Trooster gee om by julle te bly tot in ewigheid:"
,"John 14:17 [Even] the Spirit of truth; whom the world cannot receive, because it seeth him not, neither knoweth him: but ye know him; for he dwelleth with you, and shall be in you.","Johannes 14:17 die Gees van die waarheid wat die wêreld nie kan ontvang nie, omdat dit Hom nie sien en Hom nie ken nie; maar julle ken Hom, omdat Hy by julle bly en in julle sal wees."
,John 14:18 I will not leave you comfortless: I will come to you.,Johannes 14:18 Ek sal julle nie as wese agterlaat nie; Ek kom weer na julle toe.
,"John 14:19 Yet a little while, and the world seeth me no more; but ye see me: because I live, ye shall live also.","Johannes 14:19 Nog ’n klein tydjie, en die wêreld sien My nie meer nie; maar julle sien My, omdat Ek lewe en julle sal lewe."
,"John 14:20 At that day ye shall know that I [am] in my Father, and ye in me, and I in you.","Johannes 14:20 In dié dag sal julle weet dat Ek in my Vader is, en julle in My, en Ek in julle."
,"John 14:21 He that hath my commandments, and keepeth them, he it is that loveth me: and he that loveth me shall be loved of my Father, and I will love him, and will manifest myself to him.","Johannes 14:21 Wie my gebooie het en dié bewaar, dit is hy wat My liefhet; en wie My liefhet, hóm sal my Vader liefhê, en Ek sal hom liefhê en My aan hom openbaar."
,"John 14:22 Judas saith unto him, not Iscariot, Lord, how is it that thou wilt manifest thyself unto us, and not unto the world?","Johannes 14:22 Judas, nie die Iskáriot nie, sê vir Hom: Here, hoe is dit dat U aan ons U sal openbaar en nie aan die wêreld nie?"
af:p,"John 14:23 Jesus answered and said unto him, If a man love me, he will keep my words: and my Father will love him, and we will come unto him, and make our abode with him.","Johannes 14:23 Jesus antwoord en sê vir hom: As iemand My liefhet, sal hy my woord bewaar, en my Vader sal hom liefhê, en Ons sal na hom toe kom en by hom woning maak."
,"John 14:24 He that loveth me not keepeth not my sayings: and the word which ye hear is not mine, but the Father's which sent me.","Johannes 14:24 Hy wat My nie liefhet nie, bewaar my woorde nie; en die woord wat julle hoor, is nie myne nie, maar is van die Vader wat My gestuur het."
,"John 14:25 These things have I spoken unto you, being [yet] present with you.",Johannes 14:25 Dit het Ek tot julle gespreek terwyl Ek by julle bly;
,"John 14:26 But the Comforter, [which is] the Holy Ghost, whom the Father will send in my name, he shall teach you all things, and bring all things to your remembrance, whatsoever I have said unto you.","Johannes 14:26 maar die Trooster, die Heilige Gees, wat die Vader in my Naam sal stuur, Hy sal julle alles leer en sal julle herinner aan alles wat Ek vir julle gesê het."
,"John 14:27 Peace I leave with you, my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be afraid.","Johannes 14:27 Vrede laat Ek vir julle na, my vrede gee Ek aan julle; nie soos die wêreld gee, gee Ek aan julle nie. Laat julle hart nie ontsteld word en bang wees nie."
,"John 14:28 Ye have heard how I said unto you, I go away, and come [again] unto you. If ye loved me, ye would rejoice, because I said, I go unto the Father: for my Father is greater than I.","Johannes 14:28 Julle het gehoor dat Ek aan julle gesê het: Ek gaan weg en Ek kom weer na julle toe. As julle My liefgehad het, sou julle bly wees dat Ek gesê het: Ek gaan na my Vader, omdat my Vader groter is as Ek."
,"John 14:29 And now I have told you before it come to pass, that, when it is come to pass, ye might believe.","Johannes 14:29 En nou het Ek dit aan julle gesê voordat dit gebeur, sodat julle kan glo wanneer dit gebeur."
,"John 14:30 Hereafter I will not talk much with you: for the prince of this world cometh, and hath nothing in me.",Johannes 14:30 Ek sal nie veel meer met julle spreek nie; want die owerste van hierdie wêreld kom en het aan My niks nie.
,"John 14:31 But that the world may know that I love the Father; and as the Father gave me commandment, even so I do. Arise, let us go hence.","Johannes 14:31 Maar dat die wêreld kan weet dat Ek die Vader liefhet en doen net soos die Vader My beveel het — staan op, laat ons hiervandaan weggaan."
,"John 15:1 I am the true vine, and my Father is the husbandman.","Johannes 15:1 EK is die ware wynstok, en my Vader is die landbouer."
,"John 15:2 Every branch in me that beareth not fruit he taketh away: and every [branch] that beareth fruit, he purgeth it, that it may bring forth more fruit.","Johannes 15:2 Elke loot wat in My nie vrug dra nie, neem Hy weg; en elke loot wat vrug dra, dié maak Hy skoon, sodat dit meer vrug kan dra."
,John 15:3 Now ye are clean through the word which I have spoken unto you.,Johannes 15:3 Julle is alreeds rein deur die woord wat Ek tot julle gespreek het.
,"John 15:4 Abide in me, and I in you. As the branch cannot bear fruit of itself, except it abide in the vine; no more can ye, except ye abide in me.","Johannes 15:4 Bly in My, soos Ek in julle. Net soos die loot geen vrug kan dra van homself as dit nie in die wynstok bly nie, so julle ook nie as julle in My nie bly nie."
,"John 15:5 I am the vine, ye [are] the branches: He that abideth in me, and I in him, the same bringeth forth much fruit: for without me ye can do nothing.","Johannes 15:5 Ek is die wynstok, julle die lote. Wie in My bly, en Ek in hom, hy dra veel vrug; want sonder My kan julle niks doen nie."
,"John 15:6 If a man abide not in me, he is cast forth as a branch, and is withered; and men gather them, and cast [them] into the fire, and they are burned.","Johannes 15:6 As iemand in My nie bly nie, word hy uitgewerp soos die loot en verdroog, en hulle maak dit bymekaar en gooi dit in die vuur, en dit verbrand."
,"John 15:7 If ye abide in me, and my words abide in you, ye shall ask what ye will, and it shall be done unto you.","Johannes 15:7 As julle in My bly en my woorde in julle, sal julle vra net wat julle wil hê, en julle sal dit verkry."
,"John 15:8 Herein is my Father glorified, that ye bear much fruit; so shall ye be my disciples.","Johannes 15:8 Hierin is my Vader verheerlik, dat julle veel vrug dra; en julle sal my dissipels wees."
,"John 15:9 As the Father hath loved me, so have I loved you: continue ye in my love.","Johannes 15:9 Soos die Vader My liefgehad het, het Ek julle ook liefgehad. Bly in hierdie liefde van My."
,"John 15:10 If ye keep my commandments, ye shall abide in my love; even as I have kept my Father's commandments, and abide in his love.","Johannes 15:10 As julle my gebooie bewaar, sal julle in my liefde bly, net soos Ek die gebooie van my Vader bewaar en in sy liefde bly."
,"John 15:11 These things have I spoken unto you, that my joy might remain in you, and [that] your joy might be full.","Johannes 15:11 Dit het Ek vir julle gesê, dat my blydskap in julle kan bly en julle blydskap volkome kan word."
,"John 15:12 This is my commandment, That ye love one another, as I have loved you.","Johannes 15:12 Dít is my gebod, dat julle mekaar moet liefhê net soos Ek julle liefgehad het."
,"John 15:13 Greater love hath no man than this, that a man lay down his life for his friends.","Johannes 15:13 Groter liefde het niemand as dit nie, dat iemand sy lewe vir sy vriende gee."
,"John 15:14 Ye are my friends, if ye do whatsoever I command you.",Johannes 15:14 Julle is my vriende as julle alles doen wat Ek julle beveel.
,John 15:15 Henceforth I call you not servants; for the servant knoweth not what his lord doeth: but I have called you friends; for all things that I have heard of my Father I have made known unto you.,"Johannes 15:15 Ek noem julle nie meer diensknegte nie, omdat die dienskneg nie weet wat sy heer doen nie. Maar Ek het julle vriende genoem, omdat Ek alles wat Ek van my Vader gehoor het, aan julle bekend gemaak het."
,"John 15:16 Ye have not chosen me, but I have chosen you, and ordained you, that ye should go and bring forth fruit, and [that] your fruit should remain: that whatsoever ye shall ask of the Father in my name, he may give it you.","Johannes 15:16 Julle het My nie uitverkies nie, maar Ek het julle uitverkies en julle aangestel om vrug te gaan dra en dat julle vrug kan bly, sodat wat julle die Vader ook al in my Naam vra, Hy julle dit kan gee."
,"John 15:17 These things I command you, that ye love one another.","Johannes 15:17 Dit gebied Ek julle, dat julle mekaar moet liefhê."
,"John 15:18 If the world hate you, ye know that it hated me before [it hated] you.","Johannes 15:18 As die wêreld julle haat, moet julle weet dat hy My voor julle gehaat het."
,"John 15:19 If ye were of the world, the world would love his own: but because ye are not of the world, but I have chosen you out of the world, therefore the world hateth you.","Johannes 15:19 As julle van die wêreld was, sou die wêreld sy eiendom liefhê. Maar omdat julle nie van die wêreld is nie, maar Ek julle uit die wêreld uitverkies het, daarom haat die wêreld julle."
,"John 15:20 Remember the word that I said unto you, The servant is not greater than his lord. If they have persecuted me, they will also persecute you; if they have kept my saying, they will keep yours also.","Johannes 15:20 Onthou die woord wat Ek vir julle gesê het: ’n Dienskneg is nie groter as sy heer nie. As hulle My vervolg het, sal hulle jul ook vervolg. As hulle my woord bewaar het, sal hulle jul woord ook bewaar."
,"John 15:21 But all these things will they do unto you for my name's sake, because they know not him that sent me.","Johannes 15:21 Maar al hierdie dinge sal hulle aan julle doen ter wille van my Naam, omdat hulle Hom nie ken wat My gestuur het nie."
,"John 15:22 If I had not come and spoken unto them, they had not had sin: but now they have no cloke for their sin.","Johannes 15:22 As Ek nie gekom en met hulle gespreek het nie, sou hulle geen sonde hê nie; maar nou het hulle geen verskoning vir hul sonde nie."
,John 15:23 He that hateth me hateth my Father also.,"Johannes 15:23 Wie my haat, haat ook my Vader."
,"John 15:24 If I had not done among them the works which none other man did, they had not had sin: but now have they both seen and hated both me and my Father.","Johannes 15:24 As Ek nie die werke onder hulle gedoen het wat niemand anders gedoen het nie, sou hulle geen sonde hê nie. Maar nou het hulle dit gesien, en tog het hulle My sowel as my Vader gehaat."
,"John 15:25 But [this cometh to pass], that the word might be fulfilled that is written in their law, They hated me without a cause.","Johannes 15:25 Maar die woord wat in hulle wet geskrywe is, moet vervul word: Hulle het My sonder oorsaak gehaat."
,"John 15:26 But when the Comforter is come, whom I will send unto you from the Father, [even] the Spirit of truth, which proceedeth from the Father, he shall testify of me:","Johannes 15:26 Maar as die Trooster gekom het wat Ek vir julle van die Vader sal stuur, die Gees van die waarheid wat van die Vader uitgaan, sal Hy van My getuig."
,"John 15:27 And ye also shall bear witness, because ye have been with me from the beginning.","Johannes 15:27 En julle getuig ook, omdat julle van die begin af met My is."
,"John 16:1 These things have I spoken unto you, that ye should not be offended.","Johannes 16:1 HIERDIE dinge het Ek vir julle gesê, sodat julle nie mag struikel nie."
,"John 16:2 They shall put you out of the synagogues: yea, the time cometh, that whosoever killeth you will think that he doeth God service.","Johannes 16:2 Hulle sal julle uit die sinagoges ban. Ja, daar kom ’n uur dat elkeen wat julle om die lewe bring, sal dink dat hy ’n diens aan God bewys."
,"John 16:3 And these things will they do unto you, because they have not known the Father, nor me.","Johannes 16:3 En dit sal hulle aan julle doen, omdat hulle die Vader nie ken nie en My ook nie."
,"John 16:4 But these things have I told you, that when the time shall come, ye may remember that I told you of them. And these things I said not unto you at the beginning, because I was with you.","Johannes 16:4 Maar hierdie dinge het Ek vir julle gesê, sodat wanneer die uur kom, julle kan onthou dat Ek julle dit gesê het. Maar Ek het julle dit nie van die begin af gesê nie, omdat Ek saam met julle was."
,"John 16:5 But now I go my way to him that sent me; and none of you asketh me, Whither goest thou?",Johannes 16:5 En nou gaan Ek na Hom wat My gestuur het; en niemand van julle vra My: Waar gaan U heen nie?
,"John 16:6 But because I have said these things unto you, sorrow hath filled your heart.","Johannes 16:6 Maar omdat Ek dit vir julle gesê het, het droefheid julle hart vervul."
,"John 16:7 Nevertheless I tell you the truth; It is expedient for you that I go away: for if I go not away, the Comforter will not come unto you; but if I depart, I will send him unto you.","Johannes 16:7 Maar Ek sê julle die waarheid: Dit is vir julle voordelig dat Ek weggaan; want as Ek nie weggaan nie, sal die Trooster nie na julle kom nie; maar as Ek weggaan, sal Ek Hom na julle stuur;"
,"John 16:8 And when he is come, he will reprove the world of sin, and of righteousness, and of judgment:","Johannes 16:8 en as Hy kom, sal Hy die wêreld oortuig van sonde en van geregtigheid en van oordeel:"
,"John 16:9 Of sin, because they believe not on me;","Johannes 16:9 van sonde, omdat hulle in My nie glo nie;"
,"John 16:10 Of righteousness, because I go to my Father, and ye see me no more;","Johannes 16:10 en van geregtigheid, omdat Ek na my Vader gaan en julle My nie meer sal sien nie;"
,"John 16:11 Of judgment, because the prince of this world is judged.","Johannes 16:11 en van oordeel, omdat die owerste van hierdie wêreld geoordeel is."
en:p,"John 16:12 I have yet many things to say unto you, but ye cannot bear them now.","Johannes 16:12 Nog baie dinge het Ek om aan julle te sê, maar julle kan dit nou nie dra nie."
,"John 16:13 Howbeit when he, the Spirit of truth, is come, he will guide you into all truth: for he shall not speak of himself; but whatsoever he shall hear, [that] shall he speak: and he will shew you things to come.","Johannes 16:13 Maar wanneer Hy gekom het, die Gees van die waarheid, sal Hy julle in die hele waarheid lei; want Hy sal nie uit Homself spreek nie, maar alles wat Hy hoor, sal Hy spreek en die toekomstige dinge aan julle verkondig."
,"John 16:14 He shall glorify me: for he shall receive of mine, and shall shew [it] unto you.","Johannes 16:14 Hy sal My verheerlik, omdat Hy dit sal neem uit wat aan My behoort, en aan julle verkondig."
,"John 16:15 All things that the Father hath are mine: therefore said I, that he shall take of mine, and shall shew [it] unto you.","Johannes 16:15 Alles wat die Vader het, is myne; daarom het Ek gesê dat Hy dit sal neem uit wat aan My behoort, en aan julle verkondig."
,"John 16:16 A little while, and ye shall not see me: and again, a little while, and ye shall see me, because I go to the Father.","Johannes 16:16 ’n Klein tydjie, en julle sal My nie sien nie; en weer ’n klein tydjie, en julle sal My sien, omdat Ek na die Vader gaan."
,"John 16:17 Then said [some] of his disciples among themselves, What is this that he saith unto us, A little while, and ye shall not see me: and again, a little while, and ye shall see me: and, Because I go to the Father?","Johannes 16:17 Sommige van sy dissipels het toe onder mekaar gevra: Wat is dit wat Hy vir ons sê: ’n Klein tydjie, en julle sien My nie; en weer ’n klein tydjie, en julle sal My sien; en: Ek gaan na die Vader?"
,"John 16:18 They said therefore, What is this that he saith, A little while? we cannot tell what he saith.",Johannes 16:18 Hulle het dan gevra: Wat is dit wat Hy sê: ’n Klein tydjie? Ons weet nie wat Hy sê nie.
,"John 16:19 Now Jesus knew that they were desirous to ask him, and said unto them, Do ye enquire among yourselves of that I said, A little while, and ye shall not see me: and again, a little while, and ye shall see me?","Johannes 16:19 En Jesus het gemerk dat hulle Hom wou vra, en Hy sê vir hulle: Ondervra julle mekaar daaroor dat Ek gesê het: ’n Klein tydjie, en julle sal My nie sien nie; en weer ’n klein tydjie, en julle sal My sien?"
,"John 16:20 Verily, verily, I say unto you, That ye shall weep and lament, but the world shall rejoice: and ye shall be sorrowful, but your sorrow shall be turned into joy.","Johannes 16:20 Voorwaar, voorwaar Ek sê vir julle, julle sal ween en rou bedryf, maar die wêreld sal bly wees. En julle sal bedroef wees, maar julle droefheid sal in blydskap verander."
,"John 16:21 A woman when she is in travail hath sorrow, because her hour is come: but as soon as she is delivered of the child, she remembereth no more the anguish, for joy that a man is born into the world.","Johannes 16:21 ’n Vrou het droefheid wanneer sy baar, omdat haar uur gekom het; maar wanneer die kindjie gebore is, dink sy nie meer aan haar benoudheid nie, om die blydskap dat ’n mens in die wêreld gebore is."
,"John 16:22 And ye now therefore have sorrow: but I will see you again, and your heart shall rejoice, and your joy no man taketh from you.","Johannes 16:22 Julle het dan ook nou droefheid, maar Ek sal julle weer sien en julle hart sal bly word, en niemand neem julle blydskap van julle weg nie."
,"John 16:23 And in that day ye shall ask me nothing. Verily, verily, I say unto you, Whatsoever ye shall ask the Father in my name, he will give [it] you.","Johannes 16:23 En in daardie dag sal julle My niks vra nie. Voorwaar, voorwaar Ek sê vir julle, alles wat julle die Vader sal vra in my Naam, sal Hy julle gee."
,"John 16:24 Hitherto have ye asked nothing in my name: ask, and ye shall receive, that your joy may be full.","Johannes 16:24 Tot nou toe het julle niks in my Naam gevra nie. Bid en julle sal ontvang, sodat julle blydskap volkome kan wees."
,"John 16:25 These things have I spoken unto you in proverbs: but the time cometh, when I shall no more speak unto you in proverbs, but I shall shew you plainly of the Father.","Johannes 16:25 Hierdie dinge het Ek deur gelykenisse tot julle gespreek, maar daar kom ’n uur wanneer Ek nie meer deur gelykenisse tot julle sal spreek nie, maar julle openlik van die Vader sal vertel."
,"John 16:26 At that day ye shall ask in my name: and I say not unto you, that I will pray the Father for you:",Johannes 16:26 In daardie dag sal julle in my Naam bid; en Ek sê nie vir julle dat Ek die Vader aangaande julle sal vra nie;
,"John 16:27 For the Father himself loveth you, because ye have loved me, and have believed that I came out from God.","Johannes 16:27 want die Vader self het julle lief, omdat julle My liefgehad en geglo het dat Ek van God uitgegaan het."
,"John 16:28 I came forth from the Father, and am come into the world: again, I leave the world, and go to the Father.",Johannes 16:28 Ek het van die Vader uitgegaan en in die wêreld gekom. Weer verlaat Ek die wêreld en gaan na my Vader.
,"John 16:29 His disciples said unto him, Lo, now speakest thou plainly, and speakest no proverb.","Johannes 16:29 Sy dissipels sê vir Hom: Kyk, nou spreek U ronduit en gebruik geen gelykenis nie."
,"John 16:30 Now are we sure that thou knowest all things, and needest not that any man should ask thee: by this we believe that thou camest forth from God.",Johannes 16:30 Nou weet ons dat U alles weet en nie nodig het dat iemand U iets vra nie. Daarom glo ons dat U van God uitgegaan het.
,"John 16:31 Jesus answered them, Do ye now believe?",Johannes 16:31 Jesus antwoord hulle: Glo julle nou?
,"John 16:32 Behold, the hour cometh, yea, is now come, that ye shall be scattered, every man to his own, and shall leave me alone: and yet I am not alone, because the Father is with me.","Johannes 16:32 Kyk, die uur kom en het nou gekom dat julle uitmekaar gejaag sal word, elkeen na sy eie toe, en My alleen sal laat; tog is Ek nie alleen nie, omdat die Vader met My is."
,"John 16:33 These things I have spoken unto you, that in me ye might have peace. In the world ye shall have tribulation: but be of good cheer; I have overcome the world.","Johannes 16:33 Dit het Ek vir julle gesê, dat julle in My vrede kan hê. In die wêreld sal julle verdrukking hê; maar hou goeie moed, Ek het die wêreld oorwin."
,"John 17:1 These words spake Jesus, and lifted up his eyes to heaven, and said, Father, the hour is come; glorify thy Son, that thy Son also may glorify thee:","Johannes 17:1 DIT het Jesus gespreek, en Hy het sy oë na die hemel opgehef en gesê: Vader, die uur het gekom; verheerlik u Seun, sodat u Seun U ook kan verheerlik —"
,"John 17:2 As thou hast given him power over all flesh, that he should give eternal life to as many as thou hast given him.","Johannes 17:2 soos U Hom mag oor alle vlees gegee het, sodat Hy aan almal wat U Hom gegee het, die ewige lewe kan gee."
,"John 17:3 And this is life eternal, that they might know thee the only true God, and Jesus Christ, whom thou hast sent.","Johannes 17:3 En dit is die ewige lewe, dat hulle U ken, die enige waaragtige God, en Jesus Christus wat U gestuur het."
,John 17:4 I have glorified thee on the earth: I have finished the work which thou gavest me to do.,"Johannes 17:4 Ek het U verheerlik op die aarde. Die werk wat U My gegee het om te doen, het Ek volbring."
,"John 17:5 And now, O Father, glorify thou me with thine own self with the glory which I had with thee before the world was.","Johannes 17:5 En nou, Vader, verheerlik My by Uself met die heerlikheid wat Ek by U gehad het voordat die wêreld was."
,"John 17:6 I have manifested thy name unto the men which thou gavest me out of the world: thine they were, and thou gavest them me; and they have kept thy word.","Johannes 17:6 Ek het u Naam geopenbaar aan die mense wat U My uit die wêreld gegee het. Hulle het aan U behoort, en U het hulle aan My gegee, en hulle het u woord bewaar."
,John 17:7 Now they have known that all things whatsoever thou hast given me are of thee.,"Johannes 17:7 Nou weet hulle dat alles wat U My gegee het, van U kom."
,"John 17:8 For I have given unto them the words which thou gavest me; and they have received [them], and have known surely that I came out from thee, and they have believed that thou didst send me.","Johannes 17:8 Want die woorde wat U My gegee het, het Ek aan hulle gegee; en hulle het dit ontvang en waarlik erken dat Ek van U uitgegaan het, en hulle het geglo dat U My gestuur het."
,"John 17:9 I pray for them: I pray not for the world, but for them which thou hast given me; for they are thine.","Johannes 17:9 Ek bid vir hulle; Ek bid nie vir die wêreld nie, maar vir die wat U My gegee het, omdat hulle aan U behoort."
,"John 17:10 And all mine are thine, and thine are mine; and I am glorified in them.","Johannes 17:10 En alles wat myne is, is uwe; en wat uwe is, is myne; en Ek is in hulle verheerlik."
,"John 17:11 And now I am no more in the world, but these are in the world, and I come to thee. Holy Father, keep through thine own name those whom thou hast given me, that they may be one, as we [are].","Johannes 17:11 En Ek is nie meer in die wêreld nie, maar hulle is in die wêreld; en Ek kom na U toe. Heilige Vader, bewaar in u Naam die wat U My gegee het, sodat hulle een kan wees net soos Ons."
,"John 17:12 While I was with them in the world, I kept them in thy name: those that thou gavest me I have kept, and none of them is lost, but the son of perdition; that the scripture might be fulfilled.","Johannes 17:12 Toe Ek saam met hulle in die wêreld was, het Ek hulle in u Naam bewaar. Oor die wat U My gegee het, het Ek gewaak; en nie een van hulle het verlore gegaan nie, behalwe die seun van die verderf, sodat die Skrif vervul sou word."
,"John 17:13 And now come I to thee; and these things I speak in the world, that they might have my joy fulfilled in themselves.","Johannes 17:13 Maar nou kom Ek na U toe; en Ek spreek hierdie dinge in die wêreld, sodat hulle my blydskap volkome in hulle kan hê."
,"John 17:14 I have given them thy word; and the world hath hated them, because they are not of the world, even as I am not of the world.","Johannes 17:14 Ek het hulle u woord gegee, en die wêreld het hulle gehaat, omdat hulle nie van die wêreld is nie, net soos Ek nie van die wêreld is nie."
,"John 17:15 I pray not that thou shouldest take them out of the world, but that thou shouldest keep them from the evil.","Johannes 17:15 Ek bid nie dat U hulle uit die wêreld wegneem nie, maar dat U hulle van die Bose bewaar."
,"John 17:16 They are not of the world, even as I am not of the world.","Johannes 17:16 Hulle is nie van die wêreld nie, net soos Ek nie van die wêreld is nie."
,John 17:17 Sanctify them through thy truth: thy word is truth.,Johannes 17:17 Heilig hulle in u waarheid; u woord is die waarheid.
,"John 17:18 As thou hast sent me into the world, even so have I also sent them into the world.","Johannes 17:18 Soos U my gestuur het in die wêreld, het Ek ook hulle in die wêreld gestuur."
,"John 17:19 And for their sakes I sanctify myself, that they also might be sanctified through the truth.","Johannes 17:19 En Ek heilig Myself vir hulle, sodat hulle ook in waarheid geheilig kan wees."
,"John 17:20 Neither pray I for these alone, but for them also which shall believe on me through their word;","Johannes 17:20 Maar Ek bid nie vir hulle alleen nie, maar ook vir die wat deur hulle woord in My sal glo —"
,"John 17:21 That they all may be one; as thou, Father, [art] in me, and I in thee, that they also may be one in us: that the world may believe that thou hast sent me.","Johannes 17:21 dat almal een mag wees net soos U, Vader, in My en Ek in U; dat hulle ook in Ons een mag wees, sodat die wêreld kan glo dat U My gestuur het."
,"John 17:22 And the glory which thou gavest me I have given them; that they may be one, even as we are one:","Johannes 17:22 En Ek het hulle die heerlikheid gegee wat U My gegee het, sodat hulle een kan wees, net soos Ons een is."
,"John 17:23 I in them, and thou in me, that they may be made perfect in one; and that the world may know that thou hast sent me, and hast loved them, as thou hast loved me.","Johannes 17:23 Ek in hulle en U in My, sodat hulle volkome een kan wees; en dat die wêreld kan weet dat U My gestuur het, en hulle liefgehad het net soos U My liefgehad het."
,"John 17:24 Father, I will that they also, whom thou hast given me, be with me where I am; that they may behold my glory, which thou hast given me: for thou lovedst me before the foundation of the world.","Johannes 17:24 Vader, Ek wil dat waar Ek is, hulle wat U My gegee het, ook saam met My sal wees, sodat hulle my heerlikheid kan aanskou wat U My gegee het, omdat U My liefgehad het voor die grondlegging van die wêreld."
,"John 17:25 O righteous Father, the world hath not known thee: but I have known thee, and these have known that thou hast sent me.","Johannes 17:25 Regverdige Vader, al het die wêreld U nie geken nie, tog het Ek U geken, en hulle hier het erken dat U My gestuur het."
